v1,v3,v4,v5,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v22,v23,v24
2452,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,450000,-0.5,639000,-0.5,0.5,704593,753915,648226,25073993,21,5159
2453,2,1,-0.5,-2,2,0.5,1.5,0.5,2,325000,0.5,438434,-0.5,0.5,827149,876778,777520,25074660,46,6845
2454,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,318500,-0.5,439051,-0.5,0.5,821284,870561,772007,25074065,20,7532
2455,2,1.5,-0.5,-2,2,0.5,1.5,0.5,2,275000,0.5,401558,-0.5,0.5,845182,895893,786019,25074638,44,8287
2456,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,676000,-0.5,665000,-0.5,0.5,719028,754979,675886,25073994,21,3550
2457,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,204000,0.5,316624,-0.5,0.5,799011,854942,743080,25074664,46,9428
2458,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,650000,-0.5,681348,-0.5,0.5,727274,763638,683638,25074064,21,1394
2459,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,550000,0.5,635001,-0.5,0.5,787371,842487,740129,25074661,46,3877
2460,2,1.5,-0.5,-2,2,0.5,1.5,0,2,729500,0,710000,-0.5,0.5,822358,871699,773017,25073995,21,1507
2461,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,225000,0.5,349732,-0.5,0.5,764984,818533,719085,25074663,46,9429
2462,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,730000,-0.5,655000,-0.5,0.5,724029,760230,680587,25074063,21,2799
2463,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,570000,0.5,658093,-0.5,0.5,788391,843578,741088,25074637,44,3789
2464,2,1,-0.5,-2,2,0.5,1.5,0.5,2,272000,0.5,383511,-0.5,0.5,803185,859408,754994,25085013,25,6253
2465,2,1.5,-0.5,-2,2,0.5,1.5,0.5,2,314000,0.5,423594,-0.5,0.5,803149,859369,762992,25074258,46,6792
2466,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,737000,-0.5,639000,-0.5,0.5,704668,753995,641248,25073996,21,2417
2467,2,1,-0.5,-2,2,0.5,1.5,0,2,225500,0,342876,-0.5,0.5,712095,754821,669369,25085017,25,9179
2468,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,740000,-0.5,655000,-0.5,0.5,722565,765919,679211,25074062,21,3205
2469,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,0,0.5,81035,-0.5,0.5,765542,826785,719609,25074662,46,0
2470,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,760000,0.5,710000,-0.5,0.5,785819,840826,738670,25074636,46,2883
2471,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,325000,-0.5,429837,-0.5,0.5,823134,872522,773746,25074060,20,6327
2472,2,1,-0.5,-2,2,0.5,1.5,0.5,2,900000,0.5,747000,-0.5,0.5,823697,873119,766038,25074518,44,3247
2473,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,705000,-0.5,665000,-0.5,0.5,728341,764758,684641,25074059,21,2129
2474,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,655000,0.5,650000,-0.5,0.5,759233,819972,713679,25074509,46,1714
2475,2,1,-0.5,-2,2,0.5,1.5,0.5,2,740000,0.5,754800,-0.5,0.5,869374,921536,808518,25074522,45,996
2476,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,76000,-0.5,328376,-0.5,0.5,659887,699480,613695,25085012,25,7414
2477,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,280500,-0.5,387015,-0.5,0.5,726048,762350,682485,25074058,21,7546
2478,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,855000,0.5,666000,-0.5,0.5,814939,863835,757893,25074517,46,2206
2479,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,94500,0.5,385773,-0.5,0.5,770369,816591,716443,25074523,45,5061
2480,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,279500,-0.5,102357,-0.5,0.5,720358,756376,677137,25074057,21,7497
2481,2,1,-0.5,-2,2,0.5,1.5,0.5,2,280500,0.5,387154,-0.5,0.5,822744,872109,765152,25074510,46,7288
2482,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,470500,-0.5,575713,-0.5,0.5,697396,746214,634630,25074006,21,4972
2483,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,615000,-0.5,627300,-0.5,0.5,724610,760840,681133,25074056,21,834
2484,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,286000,0.5,378257,-0.5,0.5,798158,846047,750269,25074524,46,6173
2485,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,650000,-0.5,676260,-0.5,0.5,724316,760532,680857,25074007,21,1189
2486,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,325227,-0.5,444848,-0.5,0.5,825979,875538,768160,25074055,20,7539
2487,2,1.5,-0.5,-2,2,0.5,1.5,0.5,2,710000,0.5,754087,-0.5,0.5,850069,901073,782063,25074511,44,3415
2488,2,0.5,-0.5,-2,2,0.5,1.5,1,2,836500,1,725000,-0.5,0.5,839641,890019,772470,25074516,46,2571
2489,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,780000,-0.5,621000,-0.5,0.5,731025,774887,694474,25074008,21,2722
2490,2,0.5,-0.5,-2,2,0.5,1.5,1,2,249000,1,356313,-0.5,0.5,830798,888954,780950,25074525,46,7854
2491,2,1,-0.5,-2,2,0.5,1.5,0,2,465000,0,568982,-0.5,0.5,711192,753864,661409,25085011,25,4704
2492,2,1,-0.5,-2,2,0.5,1.5,0,2,279000,0,384945,-0.5,0.5,704844,754183,641408,25074009,21,7419
2493,2,1,-0.5,-2,2,0.5,1.5,0.5,2,300000,0.5,414068,-0.5,0.5,808027,864589,751465,25074512,45,7254
2494,2,1,-0.5,-2,2,0.5,1.5,0.5,2,655000,0.5,668100,2,0.5,788585,851672,741270,25074526,46,932
2495,2,1,-0.5,-2,2,0.5,1.5,0,2,385000,0,471100,-0.5,0.5,703437,752678,640128,25074010,20,5347
2496,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,730000,-0.5,655000,-0.5,0.5,722117,758223,678790,25074053,21,3543
2497,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,730000,-0.5,681360,-0.5,0.5,723088,766473,679703,25074011,21,3541
2498,2,1,-0.5,-2,2,0.5,1.5,0.5,2,545000,0.5,653803,-0.5,0.5,884054,945938,831011,25074527,46,4635
2499,2,1,-0.5,-2,2,0.5,1.5,0.5,2,849000,0.5,708000,-0.5,0.5,794249,857789,738652,25074513,45,2584
2500,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,345000,-0.5,685000,-0.5,0.5,726017,769578,682456,25074052,21,5789
2501,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,765000,-0.5,665000,-0.5,0.5,728559,772273,684845,25074012,21,2780
2502,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,0,0.5,79641,-0.5,0.5,777622,832056,723188,25074528,44,0
2503,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,640000,-0.5,738911,-0.5,0.5,824115,873562,774668,25074051,20,3810
2504,2,1.5,-0.5,-2,2,0.5,1.5,0,2,880000,0,710000,-0.5,0.5,826164,875734,776594,25074013,21,3187
2505,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,36900,0.5,80039,-0.5,0.5,753415,806154,708210,25074514,45,9736
2506,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,661000,-0.5,639000,-0.5,0.5,703379,759649,647109,25074050,21,3541
2507,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,460000,0.5,562864,-0.5,0.5,709977,759675,660279,25074278,47,4878
2508,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,755000,-0.5,639000,-0.5,0.5,703158,752379,660969,25074014,21,3312
2509,2,0.5,-0.5,-2,2,0.5,1.5,1,2,415000,1,497850,-0.5,0.5,710387,753010,660660,25074529,44,4458
2510,2,1.5,-0.5,-2,2,0.5,1.5,0.5,2,202500,0.5,356640,-0.5,0.5,813708,862530,764886,25074515,45,9481
2511,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,305000,-0.5,395477,-0.5,0.5,724313,760529,680854,25074045,21,6015
2512,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,635000,-0.5,639000,-0.5,0.5,704825,754163,648439,25074015,21,1589
2513,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,295000,-0.5,498886,0.5,0.5,483312,550976,415648,25074044,21,5722
2514,2,0.5,-0.5,-2,2,0.5,1.5,0,2,486000,0,480000,-0.5,0.5,468133,519628,411957,25083117,29,3507
2515,2,1.5,-0.5,-2,2,0.5,1.5,0,2,870000,0,710000,-0.5,0.5,827178,876809,777547,25074016,21,2829
2516,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,375000,-0.5,459075,-0.5,0.5,657830,710456,611782,25083116,29,4439
2517,2,1,-0.5,-2,2,0.5,1.5,0,2,280500,0,423237,-0.5,0.5,721944,765261,678627,25074043,20,7230
2518,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,160500,-1.5,248758,0.5,0.5,485006,562607,417105,25074576,29,10712
2519,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,595000,-0.5,619037,-0.5,0.5,676639,724004,622508,25083115,29,1256
2520,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,430000,-1.5,460000,0.5,0.5,507912,563782,446963,25074575,33,3864
2521,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,480000,-1.5,455000,1,0.5,441093,520490,370518,25074574,33,3544
2522,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,220000,-0.5,348483,-0.5,0.5,681230,735728,626732,25083114,30,9092
2523,2,-0.5,-0.5,-2,2,0.5,1.5,-2,2,388000,-2,388000,0.5,0.5,387417,433907,352549,25074531,43,468
2524,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,525000,-1.5,441040,1,0.5,557037,596030,523615,25074573,33,286
2525,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,195000,-1.5,257902,1,0.5,580406,626838,539778,25074578,29,6203
2526,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,690000,-0.5,655000,-0.5,0.5,719244,755206,676089,25074018,21,2333
2527,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,0,-0.5,158995,-0.5,0.5,458396,508820,412556,25083113,29,0
2528,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,151500,-0.5,411524,-0.5,0.5,730863,774715,687011,25074041,21,5818
2529,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,542500,-1.5,72870,0.5,0.5,496305,555862,441711,25074579,29,2722
2530,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,720000,-0.5,626000,-0.5,0.5,764381,817888,718518,25083112,29,2939
2531,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,498000,-1.5,460000,1,0.5,651475,710108,599357,25074581,29,3325
2532,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,692000,-0.5,639000,-0.5,0.5,722000,758100,678680,25074040,21,2129
2533,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,595000,-1.5,460000,0.5,0.5,520705,567568,479049,25074572,33,3034
2534,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,452000,-1.5,460000,0.5,0.5,523656,565548,487000,25074571,33,3730
2535,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,470000,-1.5,455000,1,0.5,564565,598439,513754,25074582,29,1491
2536,2,1,-0.5,-2,2,0.5,1.5,-2,2,175000,-2,222784,0.5,0.5,487184,531031,438466,25074532,43,5579
2537,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,590000,-0.5,596700,-0.5,0.5,722252,758365,678917,25074039,21,729
2538,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,460000,-1.5,455000,0.5,0.5,485770,544062,437193,25074583,29,3632
2539,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,215500,-1.5,290715,0.5,0.5,525830,573155,478505,25074584,29,6604
2540,2,1,-0.5,-2,2,0.5,1.5,0.5,2,709000,0.5,610000,-0.5,0.5,684073,738799,643029,25083132,29,3277
2541,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,516000,-0.5,539601,-0.5,0.5,605659,648055,569319,25083109,29,1892
2542,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,564000,-1.5,460000,-0.5,0.5,629303,673354,585252,25074585,29,188
2543,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,783000,-0.5,665000,-0.5,0.5,730826,774676,694285,25074021,21,2933
2544,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,485000,-0.5,593454,-0.5,0.5,709207,751759,666655,25074038,21,4977
2545,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,92500,-1.5,259224,0.5,0.5,508765,544379,468064,25074586,29,6223
2546,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,388000,-0.5,465460,-0.5,0.5,658776,704890,612662,25083108,29,4502
2547,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,465000,-1.5,460000,-0.5,0.5,644904,696496,593312,25074570,33,1330
2548,2,1,-0.5,-2,2,0.5,1.5,0.5,2,600000,0.5,545000,-0.5,0.5,627105,683544,583208,25083133,29,2432
2549,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,480000,-1.5,480000,1,0.5,568697,608506,528888,25074569,33,331
2550,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,616000,-0.5,628320,-0.5,0.5,719742,755729,676557,25074022,21,673
2551,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,237000,-0.5,374804,-0.5,0.5,767341,813381,721301,25083107,29,9092
2552,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,328000,-0.5,452714,-0.5,0.5,818561,867675,769447,25074037,21,7224
2553,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,183000,-1.5,246871,0.5,0.5,508243,548902,472666,25074568,33,6838
2554,2,0.5,-0.5,-2,2,0.5,1.5,-1.5,2,422000,-1.5,455000,0.5,0.5,503701,543997,463405,25074587,29,3851
2555,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,597000,-0.5,480000,-0.5,0.5,459221,509735,408707,25083106,29,3216
2556,2,0,-0.5,-2,2,0.5,1.5,-2,2,427000,-2,277000,0.5,0.5,359282,388025,337725,25074533,43,2921
2557,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,520000,-1.5,600365,-0.5,0.5,562732,602123,517713,25074588,29,3600
2558,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,187500,-1.5,269250,0.5,0.5,507759,548380,467138,25074589,29,8049
2559,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,405000,-0.5,505484,-0.5,0.5,679124,733454,638377,25083105,29,5075
2560,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,410000,-1.5,418200,0.5,0.5,530275,562092,493156,25074590,29,729
2561,2,1.5,-0.5,-2,2,0.5,1.5,0,2,715000,0,718674,-0.5,0.5,824396,873860,774932,25074024,21,1967
2562,2,-0.5,-1.5,-2,2,0.5,1.5,-0.5,2,0,-0.5,192814,-0.5,0.5,621703,665222,578184,25083104,29,0
2563,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,542000,-0.5,666853,-0.5,0.5,723260,759423,679864,25074035,21,3956
2564,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,340000,-1.5,346800,0.5,0.5,492476,536799,458003,25074566,31,688
2565,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,667500,-0.5,610000,-0.5,0.5,691346,746654,649865,25083103,29,2675
2566,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,490000,-1.5,455000,1,0.5,565481,605065,520243,25074564,33,394
2567,2,1,-0.5,-2,2,0.5,1.5,0,2,625000,0,625000,-0.5,0.5,723501,766911,680091,25074034,21,545
2568,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,415000,-1.5,435014,0.5,0.5,504258,539556,463917,25074591,29,1554
2569,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,145000,-0.5,215864,-0.5,0.5,662685,709073,609670,25083102,29,4403
2570,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,154500,-1.5,263255,0.5,0.5,507754,548374,462056,25074592,29,10648
2571,2,0,-0.5,-2,2,0.5,1.5,-2,2,480000,-2,329000,0.5,0.5,387725,438129,352830,25075025,35,3172
2572,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,410000,-1.5,482204,0.5,0.5,527994,564954,491034,25074594,29,4138
2573,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,590000,-1.5,455000,0.5,0.5,502306,537467,467145,25074595,29,3282
2574,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,238000,-0.5,324631,-0.5,0.5,683954,745510,636077,25083135,30,7149
2575,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,769000,-0.5,375835,-0.5,0.5,720337,756354,677117,25074027,21,50
2576,2,-0.5,-1.5,-2,2,0.5,1.5,-2,2,240500,-2,293791,0.5,0.5,410577,439317,377731,25075049,35,4902
2577,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,354500,-0.5,451299,-0.5,0.5,734887,771631,690794,25074033,21,5551
2578,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,430000,-1.5,455000,1,0.5,562338,601702,522974,25074563,33,223
2579,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,700000,-0.5,611000,-0.5,0.5,731539,775431,673016,25083099,29,2150
2580,2,1.5,-0.5,-2,2,0.5,1.5,-1.5,2,320000,-1.5,332927,1,0.5,603791,652094,561526,25074562,33,1189
2581,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,387000,-0.5,492673,-0.5,0.5,734708,786138,690626,25074028,21,5525
2582,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,395000,-0.5,456047,-0.5,0.5,462403,508643,411539,25083098,29,3913
2583,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,775000,-0.5,710000,-0.5,0.5,824494,865719,766779,25074032,21,3275
2584,2,1,-0.5,-2,2,0.5,1.5,0.5,2,520000,0.5,541007,-0.5,0.5,660074,712880,607268,25083136,30,1095
2585,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,206000,-0.5,276833,-0.5,0.5,583013,629654,536372,25083230,28,8332
2586,2,1.5,-0.5,-2,2,0.5,1.5,0,2,752000,0,710000,-0.5,0.5,823449,872856,765808,25074029,21,1441
2587,2,1,-0.5,-2,2,0.5,1.5,0,2,761000,0,655000,-0.5,0.5,723051,766434,679668,25074031,21,3285
2588,2,1,-0.5,-2,2,0.5,1.5,0,2,0,0,214694,-0.5,0.5,684473,739231,636560,25083137,30,0
2589,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,324000,-0.5,420114,-0.5,0.5,733633,792324,696951,25074030,21,5879
2590,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,520000,-0.5,623811,-0.5,0.5,724111,760317,680664,25074026,21,4388
2591,2,-0.5,-0.5,-2,2,0.5,1.5,-2,2,224000,-2,228480,1,0.5,405434,441923,352728,25074542,43,741
2592,2,-0.5,-1.5,-2,2,0.5,1.5,-2,2,0,-2,102088,0.5,0.5,414382,443389,381231,25074964,37,0
2593,2,1,-0.5,-2,2,0.5,1.5,0,2,545500,0,524000,-0.5,0.5,543913,587426,494961,25083222,28,2933
2594,2,0,-0.5,-2,2,0.5,1.5,-2,2,255000,-2,265301,1,0.5,401220,445354,365110,25074538,43,1084
2595,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,357000,-0.5,485000,-0.5,0.5,621247,670947,565335,25083223,28,4447
2596,2,0.5,-0.5,-2,2,0.5,1.5,-1.5,2,325000,-1.5,305000,0.5,0.5,401356,445505,361220,25074537,43,4378
2597,2,0,-0.5,-2,2,0.5,1.5,-2,2,270000,-2,280907,1,0.5,527676,575167,490739,25074536,43,1169
2598,2,0,-0.5,-2,2,0.5,1.5,-1.5,2,520000,-1.5,312000,0.5,0.5,421698,463868,392179,25074535,43,3102
2599,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,400000,0.5,407898,-0.5,0.5,502151,542323,461979,25083221,28,959
2600,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,222000,-0.5,522333,-0.5,0.5,765946,811903,719989,25085720,15,3135
2601,2,1,-0.5,-2,2,0.5,1.5,2,2,685000,2,765000,-0.5,0.5,1819085,1982803,1582604,25074659,45,377
2602,2,0.5,-0.5,-2,2,0.5,1.5,0,2,635000,0,568000,-0.5,0.5,657136,703136,617708,25083831,28,2465
2603,2,1.5,-0.5,-2,2,0.5,1.5,0.5,2,89000,0.5,163709,-0.5,0.5,801095,849161,753029,25074334,47,12957
2604,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,385000,-0.5,471093,-0.5,0.5,598626,652502,556722,25083210,28,4782
2605,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,615000,0.5,497000,-0.5,0.5,527690,596290,469644,25084953,26,3060
2606,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,197500,-0.5,256088,-0.5,0.5,588007,640928,535086,25083207,28,6105
2607,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,267000,0.5,368520,-0.5,0.5,709075,779982,659440,25075116,29,7527
2608,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,595000,0.5,686957,-0.5,0.5,721865,772396,671334,25074338,46,3699
2609,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,5000,-0.5,237834,-0.5,0.5,587598,646358,540590,25083206,28,6875
2610,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,0,0.5,70084,-0.5,0.5,706704,770307,650168,25074426,46,0
2611,2,0.5,-0.5,-2,2,0.5,1.5,0,2,418000,0,491613,-0.5,0.5,503771,559186,443318,25083823,28,4227
2612,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,518000,-0.5,545000,-0.5,0.5,607453,649975,558857,25083101,29,3516
2613,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,566000,-0.5,639000,-0.5,0.5,723382,759551,679979,25074005,21,3796
2614,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,570000,-0.5,540000,-0.5,0.5,660296,719723,607472,25083143,30,3569
2615,2,1.5,-0.5,-2,2,0.5,1.5,0.5,2,602500,0.5,626320,-0.5,0.5,796216,851951,740481,25074437,46,1220
2616,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,0,-0.5,297682,-0.5,0.5,615360,676896,578438,25074158,21,0
2617,2,0,-0.5,-2,2,0.5,1.5,-2,2,124000,-2,168998,0.5,0.5,345886,370098,307839,25074981,34,7048
2618,2,1,-0.5,-2,2,0.5,1.5,0,2,256000,0,353338,-0.5,0.5,703705,752964,640372,25083856,27,7419
2619,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,377000,-0.5,470537,-0.5,0.5,706188,755621,642631,25074023,21,5350
2620,2,0,-0.5,-2,2,0.5,1.5,-2,2,264000,-2,277000,0.5,0.5,345078,372684,310570,25074982,34,4138
2621,2,0.5,-0.5,-2,2,0.5,1.5,1,2,535500,1,219812,-0.5,0.5,770735,832394,716784,25075129,29,4636
2622,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,310000,0.5,401961,-0.5,0.5,759890,813082,714297,25074822,39,6083
2623,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,425000,-0.5,530446,-0.5,0.5,768966,822794,730518,25074149,22,5077
2624,2,1,-0.5,-2,2,0.5,1.5,-2,2,135000,-2,205726,0.5,0.5,485314,528992,446489,25074540,43,9101
2625,2,0,-0.5,-2,2,0.5,1.5,-2,2,146000,-2,205540,0.5,0.5,379802,429176,341822,25074557,31,7598
2626,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,225000,-0.5,297580,-0.5,0.5,648869,694290,603448,25083074,29,6313
2627,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,650000,-0.5,614000,-0.5,0.5,755119,807977,709812,25083119,30,2911
2628,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,396000,-0.5,494001,-0.5,0.5,748616,808505,703699,25085719,15,5256
2629,2,-0.5,-0.5,-2,2,0.5,1.5,-1.5,2,295000,-1.5,280000,0.5,0.5,299273,329200,266353,25074534,43,4053
2630,2,0.5,-0.5,-2,2,0.5,1.5,0,2,238000,0,341767,-0.5,0.5,613309,680773,576510,25084933,26,8023
2631,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,602500,-0.5,617000,-0.5,0.5,705670,748010,663330,25085563,16,1721
2632,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,515000,-1.5,465000,0.5,0.5,411213,468783,357755,25083174,28,3045
2633,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,700000,-0.5,610400,-0.5,0.5,756018,816499,718217,25074130,21,349
2634,2,1,-0.5,-2,2,0.5,1.5,0,2,0,0,214765,-0.5,0.5,652674,698361,606987,25083077,29,0
2635,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,690000,-0.5,626000,-0.5,0.5,724354,760572,680893,25073975,21,3629
2636,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,309000,-0.5,506847,-0.5,0.5,649687,701662,617203,25085019,25,5805
2637,2,1,-0.5,-2,2,0.5,1.5,0,2,615000,0,643130,-0.5,0.5,768305,829769,729890,25074122,21,1765
2638,2,0.5,-0.5,-2,2,0.5,1.5,0,2,637500,0,497000,-0.5,0.5,532363,585599,479127,25084881,26,3149
2639,2,0.5,-0.5,-2,2,0.5,1.5,0,2,446000,0,556656,-0.5,0.5,764523,818040,726297,25074103,21,5116
2640,2,0,-0.5,-2,2,0.5,1.5,-2,2,289000,-2,288800,0.5,0.5,333426,370103,300083,25074553,31,476
2641,2,0,-0.5,-2,2,0.5,1.5,-2,2,220000,-2,220000,0.5,0.5,347018,374779,312316,25075030,35,637
2642,2,0.5,-0.5,-2,2,0.5,1.5,0,2,146000,0,226938,-0.5,0.5,477198,534462,429478,25083079,29,9613
2643,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,372000,-0.5,482353,-0.5,0.5,731251,782439,694688,25074017,21,5791
2644,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,0,0.5,478583,-0.5,0.5,508868,564843,463070,25083804,28,0
2645,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,365000,0.5,455560,-0.5,0.5,491713,560553,413039,25084941,26,5095
2646,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,157500,-0.5,249708,-0.5,0.5,678472,732750,637764,25083167,30,9866
2647,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,156000,0.5,252277,-0.5,0.5,750036,802539,705034,25074273,45,10157
2648,2,0.5,-0.5,-2,2,0.5,1.5,0,2,478500,0,622104,-0.5,0.5,763002,816412,709592,25083864,27,3839
2649,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,170000,0.5,289992,-0.5,0.5,767807,829232,721739,25074520,46,10934
2650,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,0,-0.5,188351,-0.5,0.5,489558,533618,455289,25083219,28,0
2651,2,1,-0.5,-2,2,0.5,1.5,0.5,2,355000,0.5,451935,-0.5,0.5,789513,844779,742142,25074107,21,5530
2652,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,323500,-0.5,411834,-0.5,0.5,726880,763224,683267,25083883,25,5567
2653,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,147500,0.5,243301,-0.5,0.5,652692,711434,593950,25074838,43,10548
2654,2,-0.5,-0.5,-2,2,0.5,1.5,-2,2,24800,-2,46391,0.5,0.5,282436,327626,240071,25074530,43,14954
