v1,v3,v4,v5,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v22,v23,v24
2655,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,591500,-0.5,660000,-0.5,0.5,795879,843632,740167,61175040,11,4067
2656,2,1,-0.5,-2,2,0.5,1.5,0,2,527500,0,609024,-0.5,0.5,711100,746655,661323,25083841,27,3802
2657,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,1000000,-0.5,599820,-0.5,0.5,820510,869741,771279,25085580,16,4431
2658,2,0.5,-0.5,-2,2,0.5,1.5,0,2,230000,0,330136,-0.5,0.5,698273,740169,656377,25074128,21,7986
2659,2,1.5,-0.5,-2,2,0.5,1.5,1,2,0,1,93199,-0.5,0.5,788739,836063,725640,25074440,46,0
2660,2,1,-0.5,-2,2,0.5,1.5,0,2,540000,0,561815,-0.5,0.5,666811,720156,620134,25083790,29,1128
2661,2,-0.5,-1.5,-2,2,0.5,1.5,-0.5,2,0,-0.5,431913,-0.5,0.5,773401,827539,719263,25085499,16,0
2662,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,190000,-0.5,262243,-0.5,0.5,576912,623065,530759,25083225,28,7470
2663,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,675000,-0.5,561815,-0.5,0.5,648148,700000,615741,25074217,17,237
2664,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,759000,-0.5,639000,-0.5,0.5,694614,743237,639045,25074046,21,2983
2665,2,0,-0.5,-2,2,0.5,1.5,-2,2,386000,-2,277000,0.5,0.5,357634,386245,332600,25074539,43,3466
2666,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,52500,-0.5,188702,-0.5,0.5,617982,661241,574723,25083064,29,1519
2667,2,-0.5,-0.5,-2,2,0.5,1.5,-0.5,2,131500,-0.5,173918,0.5,0.5,350227,392254,308200,25075005,37,6334
2668,2,0,-0.5,-2,2,0.5,1.5,-2,2,315000,-2,329000,0.5,0.5,394514,437911,359008,25075009,35,4186
2669,2,0,-0.5,-2,2,0.5,1.5,-2,2,306636,-2,277000,0.5,0.5,347017,378249,312315,25074965,37,3856
2670,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,262000,-0.5,368707,-0.5,0.5,724784,761023,681297,25074067,21,7729
2671,2,1.5,-0.5,-2,2,0.5,1.5,1,2,800000,1,577250,-0.5,0.5,813687,854371,764866,25074464,46,307
2672,2,1.5,-0.5,-2,2,0.5,1.5,0.5,2,266000,0.5,367140,-0.5,0.5,794360,842022,746698,25074384,45,7377
2673,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,0,0.5,76256,-0.5,0.5,756742,817281,711337,25074632,46,0
2674,2,0,-0.5,-2,2,0.5,1.5,-2,2,250000,-2,254897,0.5,0.5,404251,436591,367868,25075029,35,870
2675,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,0,-0.5,383489,-0.5,0.5,722722,758858,679359,25073966,21,0
2676,2,1,-0.5,-2,2,0.5,1.5,-2,2,0,-2,226887,0.5,0.5,456664,502330,410998,25075056,37,0
2677,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,429000,-0.5,659000,-0.5,0.5,704401,753709,641005,25074054,21,5131
2678,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,550000,-0.5,672990,-0.5,0.5,733238,784565,696576,25074025,21,4914
2679,2,0.5,-0.5,-2,2,0.5,1.5,-2,2,139000,-2,180234,0.5,0.5,349153,377085,321221,25075034,37,5918
2680,2,0,-0.5,-2,2,0.5,1.5,-2,2,290000,-2,329000,0.5,0.5,365570,420405,325357,25075016,35,4418
2681,2,1,-0.5,-2,2,0.5,1.5,1,2,0,1,263920,-0.5,0.5,860399,920627,808775,25075134,29,0
2682,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,495000,-0.5,605691,-0.5,0.5,714260,749973,671404,25085635,15,4943
2683,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,245000,-0.5,351675,-0.5,0.5,781951,828868,735034,25074177,21,8031
2684,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,506000,-0.5,595111,-0.5,0.5,708510,758106,658914,25074061,21,4074
2685,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,294000,-0.5,413617,-0.5,0.5,728268,764681,684572,25073987,21,7590
2686,2,0.5,-0.5,-2,2,0.5,1.5,1,2,653500,1,690000,-0.5,0.5,809090,857635,752454,25074839,40,3632
2687,2,1.5,-0.5,-2,2,0.5,1.5,0,2,333000,0,459477,-0.5,0.5,824675,865909,775194,25074020,21,7335
2688,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,61000,0.5,292738,-0.5,0.5,489517,562945,420985,25083819,28,1806
2689,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,195000,0.5,297160,-0.5,0.5,659402,718748,600056,25074395,44,9277
2690,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,0,0.5,130771,-0.5,0.5,733380,777383,682043,25074281,46,0
2691,2,1,-0.5,-2,2,0.5,1.5,0.5,2,682000,0.5,665000,-0.5,0.5,735876,787387,699082,25073978,21,3556
2692,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,220000,-0.5,300080,-0.5,0.5,652521,698197,606845,25083111,29,7121
2693,2,1.5,-0.5,-2,2,0.5,1.5,1.5,2,1135000,1.5,1157700,-0.5,0.5,1318392,1423863,1173369,25075865,18,679
2694,2,1,-0.5,-2,2,0.5,1.5,0,2,106900,0,257158,-0.5,0.5,707773,750239,658229,25083774,28,10520
2695,2,0,-0.5,-2,2,0.5,1.5,-2,2,134000,-2,202140,0.5,0.5,386973,441149,344406,25075001,35,8868
2696,2,-0.5,-0.5,-2,2,0.5,1.5,-2,2,405000,-2,191453,0.5,0.5,275064,310822,250308,25074955,36,3158
2697,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,642000,-0.5,670000,-0.5,0.5,797237,861016,741430,25085564,16,4319
2698,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,109000,0.5,197358,-0.5,0.5,729106,787434,678069,25074322,46,11629
2699,2,1,-0.5,-2,2,0.5,1.5,0,2,336000,0,452599,-0.5,0.5,850799,901847,782735,25075841,18,6565
2700,2,1,-0.5,-2,2,0.5,1.5,0,2,194000,0,418324,-0.5,0.5,668144,721596,621374,25083806,28,8975
2701,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,155000,-1.5,248415,0.5,0.5,501090,541177,471025,111384426,31,8563
2702,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,240000,-0.5,331254,-0.5,0.5,703682,752940,640351,25074081,21,7238
2703,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,606000,0.5,497850,-0.5,0.5,541392,606359,481839,25083825,28,175
2704,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,344000,-0.5,429348,-0.5,0.5,662092,708438,622366,25074174,21,5182
2705,2,-0.5,-0.5,-2,2,0.5,1.5,-2,2,260000,-2,280000,0.5,0.5,269720,302086,250840,25074960,34,237
2706,2,-0.5,-1.5,-2,2,0.5,1.5,-2,2,35000,-2,151125,0.5,0.5,414810,452143,385773,25074990,35,7601
2707,2,2,-0.5,-2,2,0.5,1.5,2,2,550000,2,871896,-0.5,0.5,1631722,1811211,1517501,25085088,25,6132
2708,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,323000,-0.5,435735,-0.5,0.5,808264,872925,743603,25074231,18,6609
2709,2,1.5,-0.5,-2,2,0.5,1.5,0.5,2,425000,0.5,573336,-0.5,0.5,1071099,1167498,996122,25075826,18,6512
2710,2,0,-0.5,-2,2,0.5,1.5,-2,2,378000,-2,329000,0.5,0.5,372247,416917,335022,25075038,35,107
2711,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,741000,0.5,626000,-0.5,0.5,763327,816760,717527,25074282,46,2850
2712,2,0.5,-0.5,-2,2,0.5,1.5,2,2,0,2,116883,-0.5,0.5,1157782,1400916,984115,25085057,53,0
2713,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,0,-1.5,59800,-0.5,0,878534,983958,764325,15096056,92,0
2714,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1150000,-0.5,1276210,2,0,1263248,1478000,1099026,15152639,96,3102
2715,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,610000,-0.5,671890,-0.5,0,880822,986521,766315,15108760,74,3775
2716,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,0,-0.5,0,0,0,0,2108289094,110,0
2717,2,1.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,1287103,1454426,1106909,2139655929,114,0
2718,2,1,-0.5,-2,-2,-0.5,0.5,-2,2,1600000,-2,1664640,-0.5,0,2937236,3230960,2614140,15081052,110,1318
2719,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1179000,-0.5,1282738,-0.5,0,1654917,1820409,1456327,15135296,88,2743
2720,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,700000,-0.5,761595,-0.5,0,910931,1038461,792510,15165037,88,2627
2721,2,-0.5,-1.5,-2,-2,-0.5,0.5,-2,2,0,-2,386778,0.5,0,480698,543189,418207,79841526,101,0
2722,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,532708,0.5,0,519969,618763,410776,111928045,55,0
2723,2,0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,1050000,-1.5,564152,-0.5,0,1042836,1188833,865554,15150246,114,2666
2724,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,0,2,0,0,0,0,2108308290,114,0
2725,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,225000,-1.5,291743,-0.5,0,613989,681528,540310,15165215,72,5812
2726,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,2850000,-0.5,2987465,-0.5,0,5511740,6338501,4188922,15081408,31,1472
2727,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,-0.5,0,0,0,0,2108309893,114,0
2728,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,90865,-0.5,0,2281695,2578315,2030709,15145039,100,0
2729,2,0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,142500,-1.5,225905,-0.5,0,833094,941396,699799,15161656,66,10117
2730,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,850000,-0.5,867000,-0.5,0,1039652,1237186,852515,15162636,67,826
2731,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,588000,-0.5,1800568,-0.5,0,1207485,1581805,990138,15130222,39,252
2732,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,1277000,-0.5,1338590,-0.5,0,1808739,2025788,1465079,15183422,2,1633
2733,2,0.5,-0.5,-2,-2,-0.5,0.5,2,2,1805000,2,2002000,0.5,0,2587752,3105302,2044324,15081505,106,3317
2734,2,0.5,-1.5,-2,-2,-0.5,0.5,0,2,0,0,123224,-0.5,0,1195641,1386944,992382,15196406,82,0
2735,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,0,2,0,0,0,0,2108308289,22,0
2736,2,-0.5,-1.5,-2,-2,-0.5,0.5,-1.5,2,900000,-1.5,943401,0.5,0,1332849,1546105,1119593,15162477,109,1584
2737,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,513595,-0.5,0,2530326,3061694,1897744,67447690,29,0
2738,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,500000,-0.5,745455,2,0,847740,1068152,627328,15182655,114,1385
2739,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,1305705,1723531,953165,2130507319,114,0
2740,2,-0.5,-1.5,-2,-2,-0.5,0.5,-2,2,615000,-2,669104,0.5,0,639266,709585,568947,53153363,108,2764
2741,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,1101000,-0.5,754726,2,0,1373723,1689679,1112716,15143222,106,436
2742,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,31500,-0.5,67484,-0.5,0,869847,1000324,756767,15092662,86,15308
2743,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,33357,-0.5,0,1025949,1231139,861797,15185616,106,0
2744,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,1497820,0.5,0,1405518,1602291,1222801,111924046,110,0
2745,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,710000,-0.5,2453318,-0.5,0,3495286,3879767,3145757,15090046,13,5050
2746,2,0,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,386226,-0.5,0,582900,652848,512952,15177887,89,0
2747,2,2,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,3395886,3633598,3090256,2120771826,110,0
2748,2,0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,26000,-0.5,102492,-0.5,0,1349821,1538796,1187842,15150558,108,13917
2749,2,-0.5,-1.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,-0.5,0,2041349,2367965,1735147,2108867947,0,0
2750,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,830000,-2,903034,0.5,0,1235325,1432977,1037673,15144321,107,2723
2751,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,0,2,0,1364921,1569659,1201130,2122288342,107,0
2752,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,4950000,-0.5,5603162,-0.5,0,5821925,7626722,4482882,15126654,114,3226
2753,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,227606,-0.5,0,747808,904848,613203,15119705,89,0
2754,2,1,-0.5,-2,-2,-0.5,0.5,-1.5,2,582000,-1.5,605512,-0.5,0,1275024,1453527,1096521,15160458,22,1133
2755,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,427128,2,0,1776146,2149137,1385394,15066191,107,0
2756,2,1.5,-0.5,-2,-2,-0.5,0.5,0.5,2,520000,0.5,761657,-0.5,0,1155414,1328726,958994,15197772,62,5734
2757,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,0,2,0,0,0,0,2108308291,106,0
2758,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,70123,-0.5,0,1404252,1713187,1165529,15129467,92,0
2759,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,0,2,0,0,0,0,2108271896,0,0
2760,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,870000,-0.5,1023239,-0.5,0,1338445,1525827,1191216,15106146,91,3998
2761,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,65414,-0.5,0,950190,1064213,836167,15105426,89,0
2762,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,382500,-0.5,606433,-0.5,0,2135423,2477091,1772401,15090097,103,5734
2763,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,0,0,0,2108238765,52,0
2764,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,2,0,0,0,0,2108325629,102,0
2765,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,237294,-0.5,0,5944499,6776729,4815044,15081592,78,0
2766,2,0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,9000,-0.5,842723,2,0,1097995,1306614,911336,15091274,108,2586
2767,2,-0.5,-1.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,-0.5,0,0,0,0,2108202476,0,0
2768,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,331000,-0.5,504398,-0.5,0,984049,1111975,816761,15185782,51,9240
2769,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1050000,-0.5,115528,2,0,743443,951607,572451,15099515,91,380
2770,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1171000,-0.5,1227476,0.5,0,1942799,2253647,1631951,15130367,120,1423
2771,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,0,-0.5,0,0,0,0,2108202926,73,0
2772,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,0,0,0,2108238135,0,0
2773,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,670000,-2,702312,0.5,0,740160,843782,651341,82786513,114,1451
2774,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,1345000,-0.5,654655,0.5,0,574989,661237,500240,15183970,88,3284
2775,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,0,0,0,2108202475,0,0
2776,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,619506,712432,538970,2108431756,0,0
2777,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,925000,-0.5,84270,-0.5,0,1155596,1363603,947589,15199485,75,252
2778,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,625000,-1.5,349468,-0.5,0,629808,717981,541635,15169515,88,349
2779,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,2000000,-0.5,2175986,-0.5,0,3183650,3947726,2769775,15146161,83,2724
2780,2,1.5,-0.5,-2,-2,-0.5,0.5,0.5,2,0,0.5,404258,-0.5,0,4995348,5694697,4146139,15088716,56,0
2781,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,650000,-0.5,650000,-0.5,0,797507,996884,614080,15120804,86,496
2782,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,7300000,-0.5,7500000,-0.5,0,8888467,9866198,7732966,15064552,76,3261
2783,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,627168,721243,526821,2108431757,0,0
2784,2,0.5,-0.5,-2,-2,-0.5,0.5,0,2,0,0,540600,-0.5,0,673552,761114,599461,15179011,102,0
2785,2,1.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,-0.5,0,1767485,2244706,1184215,2108512954,105,0
2786,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,865000,-0.5,74388,-0.5,0,1198993,1594661,887255,15137582,88,433
2787,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,550000,-0.5,752808,-0.5,0,732918,835527,622980,15196332,69,2547
2788,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,985000,-0.5,69746,-0.5,0,1164060,1385231,966170,15130491,89,177
2789,2,-0.5,-1.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,2,0,1469400,1822056,1131438,2108441344,0,0
2790,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,0,0,0,2108340410,94,0
2791,2,1,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,1002520,1142873,872192,2108754545,27,0
2792,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,400000,-1.5,543000,-0.5,0,646168,717246,562166,15113436,70,476
2793,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,99071,-0.5,0,539234,598550,469134,15187841,89,0
2794,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,0,0,0,2108238134,0,0
2795,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,0,0,0,2108226001,0,0
2796,2,0,-0.5,-2,-2,-0.5,0.5,-0.5,2,945000,-0.5,1048714,0.5,0,838178,1022577,670542,54854521,106,3039
2797,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,11000,-0.5,23029,-0.5,0,536834,601254,461677,15155904,114,2187
2798,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,755000,-0.5,382360,-0.5,0,951534,1065718,789773,15134428,84,1056
2799,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,120000,-0.5,382967,2,0,1730499,2024684,1453619,15182480,108,9029
2800,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,213000,-2,406816,0.5,0,1437571,1653207,1279438,79841302,63,2964
2801,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1379000,-0.5,1445513,-0.5,0,2102872,2376245,1745384,15131773,123,1645
2802,2,2,-0.5,-2,-2,-0.5,0.5,0,2,920000,0,943218,0.5,0,1195293,1374587,1039905,15145719,104,1770
2803,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1325000,-0.5,1441588,0.5,0,1566658,1817323,1331659,15079039,114,2004
2804,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,1052752,0.5,0,847910,924222,763119,111931955,79,0
2805,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,0,2,0,765973,934487,635758,2122813415,90,0
2806,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,52000,-2,101458,-0.5,0,992290,1141133,853369,15125665,85,14282
2807,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,72000,-1.5,132402,-0.5,0,545183,610605,485213,15188695,88,12900
2808,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,168000,-0.5,300303,-0.5,0,1000563,1130636,880495,15099722,84,11411
2809,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,820000,-0.5,566100,-0.5,0,0,0,0,15131027,66,330
2810,2,0,-0.5,-2,-2,-0.5,0.5,-1.5,2,862000,-1.5,903572,-0.5,0,1210031,1343134,1016426,15161399,108,1577
2811,2,2,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,-0.5,0,0,0,0,2108226311,0,0
2812,2,0,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,813366,943505,715762,2120379245,102,0
2813,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,835503,0.5,0,919759,1011735,827783,113498989,59,0
2814,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,350000,-0.5,492736,-0.5,0,1511204,1783221,1254299,15131521,102,7832
2815,2,1,-0.5,-2,-2,-0.5,0.5,0,2,36000,0,70123,-0.5,0,1011306,1213567,849497,15200537,76,14080
2816,2,0.5,-0.5,-2,-2,-0.5,0.5,0.5,2,1010000,0.5,1120842,-0.5,0,1417716,1644551,1190881,15096251,88,3044
2817,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1289500,-0.5,1651357,-0.5,0,3203827,3684401,2659176,15082667,114,4606
2818,2,2,-0.5,-2,-2,-0.5,0.5,0,2,6470000,0,5600000,-0.5,0,11718905,14414253,8437611,15080677,102,4710
2819,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,56000,-0.5,74049,-0.5,0,388308,446554,333945,15154915,104,6407
2820,2,0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,81755,-0.5,0,879111,967022,764827,15125109,75,0
2821,2,2,-0.5,-2,-2,-0.5,0.5,2,2,414000,2,536814,-0.5,0,1416896,1714444,1091010,15160462,26,5872
2822,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,1799000,-0.5,1918926,1.5,0,1795175,2064451,1525899,15090785,105,2275
2823,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,166368,-0.5,0,575016,644018,477263,15169686,114,0
2824,2,-0.5,-1.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,-0.5,0,1849583,2441450,1294708,2108810841,0,0
2825,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,190000,-0.5,278281,-0.5,0,526703,574106,458232,15175738,67,8595
2826,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,1188000,-0.5,1242340,-0.5,0,1287302,1454651,1158572,15125841,74,1966
2827,2,-0.5,-0.5,-2,-2,-0.5,0.5,0,2,55000,0,87174,-0.5,0,537784,602318,489383,15173657,114,9982
2828,2,-0.5,-1.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,-0.5,0,246450,303133,189767,2108457317,91,0
2829,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,0,-0.5,0,0,0,0,2108376280,107,0
2830,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,470000,-2,470000,0.5,0,605910,696796,551378,89238548,72,631
2831,2,-0.5,-1.5,-2,-2,-0.5,0.5,-1.5,2,0,-1.5,43672,-0.5,0,762582,1014234,579562,15160396,114,0
2832,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,460000,-0.5,153375,-0.5,0,635875,731256,502341,15176000,68,233
2833,2,2,-0.5,-2,-2,-0.5,0.5,2,2,0,2,0,-0.5,0,27899999,35711999,17297999,2110571049,120,0
2834,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,66743,0.5,0,673023,747056,612451,15173841,75,0
2835,2,1.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,250631,1,0,873251,1030436,742263,15130185,35,0
2836,2,-0.5,-1.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,-0.5,0,169636,234098,91603,2110263294,107,0
2837,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,44392,1,0,512922,579602,451371,15154604,75,0
2838,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,865000,-0.5,967000,-0.5,0,1005499,1106049,904949,15197290,73,2081
2839,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,0,2,0,1850784,2165417,1573166,2109620995,110,0
2840,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,70877,-0.5,0,792533,887637,705354,15197527,73,0
2841,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,0,2,0,2726216,3107886,2344546,2109040874,0,0
2842,2,2,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,2,0,2557499,3094574,1636799,2119710350,0,0
2843,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,750000,-1.5,834657,-0.5,0,1154124,1327243,981005,15185365,88,2814
2844,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,1055000,-0.5,1194184,2,0,997599,1097359,877887,15192688,50,3312
2845,2,-0.5,-1.5,-2,-2,-0.5,0.5,0,2,0,0,227114,-0.5,0,2214494,2679538,1771595,15085665,90,0
2846,2,0.5,-1.5,-2,-2,-0.5,0.5,0.5,2,0,0.5,53609,1.5,0,619833,700411,551651,15154335,108,0
2847,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,0,0.5,0,456470,534070,401694,2110074299,114,0
2848,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,0,-0.5,188237,-0.5,0,909469,1000416,800333,15109031,77,0
2849,2,1.5,-0.5,-2,-2,-0.5,0.5,0,2,1075000,0,1075000,-0.5,0,1051825,1209599,925606,15128768,53,559
2850,2,2,-0.5,-2,-2,-0.5,0.5,1,2,841176,1,1025020,-0.5,0,2096804,2369389,1782283,15187085,88,6461
2851,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,306721,0.5,0,972578,1079562,836417,63197223,104,0
2852,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,840000,-0.5,878426,-0.5,0,942644,1046335,820100,15120204,87,1765
2853,2,1,-0.5,-2,-2,-0.5,0.5,-2,2,1276000,-2,1327550,0.5,0,1787756,2109552,1501715,15063504,108,1074
2854,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,0,-1.5,35421,-0.5,0,540118,599531,469903,15169285,92,0
